SEED	BIGG	KEGG	byocyc	name
rxn00467_c0	NULL	R00667	['META:ORNITHINE-GLU-AMINOTRANSFORASE-RXN.m', 'META:ORNITHINE-GLU-AMINOTRANSFORASE-RXN.c', 'META:ORNITHINE-GLU-AMINOTRANSFERASE-RXN']	L-Ornithine:2-oxo-acid aminotransferase_c0
rxn02465_c0	['AGPR', 'AGPRim']	R03443	['META:N-ACETYLGLUTPREDUCT-RXN', 'META:N-ACETYLGLUTPREDUCT-RXN.c']	N-acetyl-L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphrylating)_c0
rxn02222_c0	AMD2_3	R03096	META:RXNN-404.c	Indole-3-acetamide amidohydrolase_c0
rxn01791_c0	['YIL145C', 'PANTS']	R02473	['META:PANTOATE-BETA-ALANINE-LIG-RXN', 'META:PANTOATE-BETA-ALANINE-LIG-RXN.c']	(R)-Pantoate:beta-alanine ligase (AMP-forming)_c0
rxn00183_c0	['PUTA3', 'GSADH']	R00245	META:RXN-14116	L-Glutamate 5-semialdehyde:NAD+ oxidoreductase_c0
rxn00623_c0	['SULR', 'SULRi', 'ECM17', 'MET10']	R00858	['META:SULFITE-REDUCT-RXN.c', 'META:SULFITE-REDUCT-RXN']	hydrogen-sulfide:NADP+ oxidoreductase_c0
rxn03333_c0	NULL	R04880	['META:RXN-10911.c', 'META:RXN-10911']	3,4-dihydroxyphenylethyleneglycol:NAD+ oxidoreductase_c0
rxn10308_c0	NULL	NULL	NULL	myristoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0
rxn05543_c0	DIPEPabc5	NULL	META:3.6.3.23-RXN.ce.metaexp.CPD-13401_CPD-13401	oligopeptide-transporting ATPase_c0
rxn03465_c0	NULL	R05115	NULL	Acylneuraminyl hydrolase_c0
rxn01329_c0	['SEC53', 'PMANM']	R01818	['META:PHOSMANMUT-RXN', 'META:PHOSMANMUT-RXN.c']	D-mannose 6-phosphate 1,6-phosphomutase_c0
rxn00950_c0	['CYSTLr', 'YFR055W']	R01285	NULL	Cystathionine L-homocysteine-lyase (deaminating)_c0
rxn00002_c0	DUR1_2	R00005	META:ALLOPHANATE-HYDROLASE-RXN.c	urea-1-carboxylate amidohydrolase_c0
rxn02507_c0	NULL	R03508	['META:IGPSYN-RXN.c', 'META:IGPSYN-RXN']	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate carboxy-lyase(cyclizing)_c0
rxn00542_c0	NULL	R00753	['META:LACTATE-ALDOLASE-RXN', 'META:LACTATE-ALDOLASE-RXN.c']	(S)-lactate acetaldehyde-lyase (formate-forming)_c0
rxn08043_c0	ACHBS	R08648	['META:ACETOOHBUTSYN-RXN.c', 'META:ACETOOHBUTSYN-RXN']	pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating)_c0
rxn10341_c0	NULL	NULL	NULL	anteisopentadecanoyl-cardiolipin synthase_c0
rxn04046_c0	['CPC2MT', 'COPREC2MT']	NULL	META:RXN-8760.c	Cobalt-precorrin-2 C(20)-methyltransferase_c0
rxn11896_c0	NULL	R08385	NULL	retinal:NAD+ oxidoreductase_c0
rxn10220_c0	NULL	NULL	NULL	isoheptadecanoyl-phosphatidate cytidylyltransferase_c0
rxn05464_c0	NULL	NULL	NULL	trans-Octodec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0
rxn02862_c0	NULL	R04091	NULL	O3-Acetyl-L-serine acetate-lyase (adding 3,4-dihydroxypyridin-1-yl)_c0
rxn10261_c0	NULL	NULL	NULL	isotetradecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0
rxn01964_c0	TRPS1r	R02722	['META:TRYPSYN-RXN', 'META:TRYPSYN-RXN.c']	"L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate; L-tryptophan and glyceraldehyde-3-phosphate-forming]_c0"
rxn02341_c0	['PPCDC', 'U93']	R03269	['META:P-PANTOCYSDECARB-RXN.c', 'META:P-PANTOCYSDECARB-RXN']	N-[(R)-4'-Phosphopantothenoyl]-L-cysteine carboxy-lyase_c0
rxn01923_c0	NULL	NULL	NULL	2-Methylpropanoyl-CoA:oxygen 2,3-oxidoreductase_c0
rxn06591_c0	GLUTRR	R04109	NULL	L-glutamate-semialdehyde: NADP+ oxidoreductase(L-glutamyl-tRNA(Glu)-forming)_c0
rxn01519_c0	['DUT1', 'DUTPDP']	R02100	['META:DUTP-PYROP-RXN.c', 'META:3.6.1.19-RXN.c.metaexp.DUMP_DUTP', 'META:DUTP-PYROP-RXN']	dUTP nucleotidohydrolase_c0
rxn01137_c0	AAH1_1	R01560	META:ADENODEAMIN-RXN.c	Adenosine aminohydrolase_c0
rxn01343_c0	['PFK_3', 'PFK1_3']	R01843	['META:RXN0-6541.c', 'META:RXN0-6541']	ATP:Sedoheptulose 7-phosphate 1-phosphotransferase_c0
rxn01294_c0	BENZ	R01764	['META:BENZOYLFORMATE-DECARBOXYLASE-RXN.c', 'META:BENZOYLFORMATE-DECARBOXYLASE-RXN']	benzoylformate carboxy-lyase (benzaldehyde-forming)_c0
rxn01080_c0	GUI1	R01482	NULL	D-glucuronate aldose-ketose-isomerase_c0
rxn10255_c0	NULL	NULL	NULL	isotetradecanoyl-Diacylglycerol kinase_c0
rxn02063_c0	['SQLEer', 'ERG1', 'SQLEr']	R02874	['META:SQUALENE-MONOOXYGENASE-RXN.r', 'META:SQUALENE-MONOOXYGENASE-RXN.c']	squalene,NADPH:oxygen oxidoreductase (2,3-epoxidizing)_c0
rxn00478_c0	['TRPO2', 'YJR078W']	R00678	NULL	L-tryptophan:oxygen 2,3-oxidoreductase (decyclizing)_c0
rxn00127_c0	['SPE2', 'ADMDCr', 'ADMDC']	R00178	['META:SAMDECARB-RXN', 'META:SAMDECARB-RXN.c']	S-adenosyl-L-methionine carboxy-lyase [(5-deoxy-5-adenosyl)(3-aminopropyl)methylsulfonium-forming]_c0
rxn00445_c0	NULL	R00643	['META:1.3.3.12-RXN', 'META:1.3.3.12-RXN.c']	L-Galactono-1,4-lactone:oxygen 3-oxidoreductase_c0
rxn06759_c0	NULL	['R06005', 'R04649']	NULL	R04649_c0
rxn09108_c0	PGSA120	NULL	NULL	Phosphatidylglycerol synthase (n-C12:0)_c0
rxn00224_c0	['FCLTm', 'FCLT']	R00310	['META:PROTOHEMEFERROCHELAT-RXN.e', 'META:PROTOHEMEFERROCHELAT-RXN', 'META:RXN0-6258.p', 'META:PROTOHEMEFERROCHELAT-RXN.c', 'META:RXN0-6258.c']	protoheme ferro-lyase (protoporphyrin-forming)_c0
rxn14293_c0	NULL	R08583	NULL	dTDP-4-amino-4,6-dideoxy-D-glucose ammonia-lyase (dTDP-3-oxo-4,6-dideoxy-D-glucose-forming)_c0
rxn01513_c0	['DTMPK', 'CDC8']	R02094	['META:DTMPKI-RXN', 'META:DTMPKI-RXN.c', 'META:RXN-7912.c']	ATP:dTMP phosphotransferase_c0
rxn05372_c0	NULL	NULL	NULL	10-methyl-3-oxo-dodecanoyl-ACP:NADP+ oxidoreductase_c0
rxn06510_c0	['ACACT6r', 'KAT6', 'ACACT6p']	R03858	META:RXN-14268	Lauroyl-CoA:acetyl-CoA C-acyltransferase_c0
rxn02186_c0	NULL	R03051	NULL	2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)_c0
rxn08307_c0	DASYN140	NULL	NULL	CDP-diacylglycerol synthetase (n-C14:0)_c0
rxn05177_c0	['THMabcpp', 'THMabc']	NULL	META:ABC-32-RXN	thiamine transport via ABC system_c0
rxn05426_c0	NULL	NULL	NULL	12-methyl-3-oxo-tridecanoyl-ACP:NADP+ oxidoreductase_c0
rxn00209_c0	['PDX3_2', 'PDX5POi', 'PDX5PO']	R00278	['META:PNPOXI-RXN', 'META:PNPOXI-RXN.c']	Pyridoxine 5-phosphate:oxygen oxidoreductase_c0
rxn02474_c0	['RIB7_2', 'APRAUR']	R03458	['META:RIBOFLAVINSYNREDUC-RXN.c', 'META:RIBOFLAVINSYNREDUC-RXN']	5-amino-6-(5-phosphoribitylamino)uracil:NADP+ 1'-oxidoreductase_c0
rxn02230_c0	['MCPSTr', 'MCPST']	R03106	META:MERCAPYSTRANS-RXN.c	3-mercaptopyruvate:cyanide sulfurtransferase_c0
rxn03246_c0	['HACD3', 'HACD3i']	R04745	NULL	(S)-hydroxyoctanoyl-CoA:NAD+ oxidoreductase_c0
rxn06517_c0	NULL	R03901	NULL	S-Alkyl-L-cysteine S-oxide alkyl-sulfenate-lyase_c0
rxn00604_c0	G6PDH2r	R00835	META:GLU6PDEHYDROG-RXN	D-glucose-6-phosphate:NADP+ 1-oxidoreductase_c0
rxn08657_c0	GLYCTO4	NULL	NULL	Glycolate oxidase_c0
rxn12645_c0	MEAMP1(gly-asn)	NULL	NULL	methionyl aminopeptidase_c0
rxn10312_c0	NULL	NULL	NULL	isotetradecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0
rxn05605_c0	['MALt2r', 'MAL31', 'MALt2']	NULL	NULL	Maltose permease MAL31_c0
rxn07448_c0	NULL	R07632	META:4.2.3.26-RXN.c	geranyl-diphosphate diphosphate-lyase [(3R)-linalool-forming]_c0
rxn02929_c0	DHDPRy	R04199	META:DIHYDROPICRED-RXN.c.metaexp.NADP_NADPH	2,3,4,5-Tetrahydrodipicolinate:NADP+ oxidoreductase_c0
rxn00715_c0	URIK3	R00970	NULL	ITP:uridine 5'-phosphotransferase_c0
rxn01019_c0	NULL	R01398	['META:ORNCARBAMTRANSFER-RXN.m', 'META:ORNCARBAMTRANSFER-RXN', 'META:ORNCARBAMTRANSFER-RXN.c', 'META:RXN-13482']	Carbamoyl-phosphate:L-ornithine carbamoyltransferase_c0
rxn05518_c0	['CELBpts', 'CELBptspp']	NULL	NULL	cellobiose transport via PEP:Pyr PTS_c0
rxn06335_c0	NULL	R03174	NULL	(S)-2-methylbutanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-(2-methylbutanoyl)transferase_c0
rxn09448_c0	FACOAL181	NULL	NULL	fatty-acid--CoA ligase (octadecenoate)_c0
rxn09208_c0	PSSA160	NULL	NULL	Phosphatidylserine syntase (n-C16:0)_c0
rxn05439_c0	NULL	NULL	NULL	5-methyl-trans-hex-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0
rxn05305_c0	['LYSt3', 'LYSt3r', 'LYSt6', 'LYSt3pp']	NULL	NULL	L-lysine transport out via proton antiport reversible_c0
rxn10211_c0	NULL	NULL	NULL	palmitoyl-1-acylglycerol-3-phosphate O-acyltransferase_c0
rxn08295_c0	DAGK140	NULL	NULL	diacylglycerol kinase (n-C14:0)_c0
rxn02914_c0	['PSERT', 'PSERTr', 'SER1_1']	R04173	['META:PSERTRANSAM-RXN.d', 'META:PSERTRANSAM-RXN.c', 'META:PSERTRANSAM-RXN']	3-Phosphoserine:2-oxoglutarate aminotransferase_c0
rxn01603_c0	['U89', 'DHFS']	R02237	['META:DIHYDROFOLATESYNTH-RXN.c', 'META:DIHYDROFOLATESYNTH-RXN.m', 'META:DIHYDROFOLATESYNTH-RXN']	7,8-dihydropteroate:L-glutamate ligase (ADP-forming)_c0
rxn02788_c0	4OT	R03966	NULL	R03966_c0
rxn00055_c0	NULL	R00075	['META:2.5.1.43-RXN', 'META:2.5.1.43-RXN.c']	S-adenosyl-L-methionine:S-adenosyl-L-methionine 3-amino-3-carboxypropyltransferase_c0
rxn00686_c0	['DFR1_1', 'DFR1_2', 'DHFR', 'DHFRi', 'DHFRim']	R00939	['META:RXN-19329', 'META:DIHYDROFOLATEREDUCT-RXN.c']	5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase_c0
rxn01529_c0	NULL	R02123	['META:RETINAL-DEHYDROGENASE-RXN.c', 'META:RETINAL-DEHYDROGENASE-RXN']	retinal:NAD+ oxidoreductase_c0
rxn00905_c0	NULL	R01216	['META:KETOPANTOALDOLASE-RXN.c', 'META:KETOPANTOALDOLASE-RXN']	2-dehydropantoate formaldehyde-lyase (3-methyl-2-oxobutanoate-forming)_c0
rxn05456_c0	NULL	NULL	NULL	14-methyl-pentadecanoyl-ACP:[acyl-carrier-protein] transferase_c0
rxn09112_c0	PGSA161	NULL	NULL	Phosphatidylglycerol synthase (n-C16:1)_c0
rxn05105_c0	DM1PE	R07393	['META:R82-RXN.c', 'META:R82-RXN']	2,3-diketo-5-methylthiopentyl-1-phosphate keto---enol-isomerase_c0
rxn03194_c0	NULL	R04673	NULL	(S)-2-Aceto-2-hydroxybutanoate pyruvate-lyase (carboxylating)_c0
rxn06075_c0	['RNDR4n', 'RNDR5B12', 'RNDR4']	R02018	NULL	2'-Deoxyuridine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase_c0
rxn00689_c0	['THFGLUS', 'RMA1', 'MET7', 'FOL3']	R00942	NULL	Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)_c0
rxn01933_c0	NULL	R02672	['META:HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN.c', 'META:HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN']	4-Hydroxybenzoylformate carboxy-lyase_c0
rxn01286_c0	['ALDD8x', 'GLYALDDr']	R01752	META:GLYCERALDEHYDE-DEHYDRO-RXN.c	D-Glyceraldehyde:NAD+ oxidoreductase_c0
rxn01236_c0	BUTKr	R01688	['META:BUTYRATE-KINASE-RXN', 'META:BUTYRATE-KINASE-RXN.c']	ATP:butanoate 1-phosphotransferase_c0
rxn05289_c0	['TRDR', 'TRDRm']	R02016	NULL	NADPH:oxidized-thioredoxin oxidoreductase_c0
rxn05467_c0	['U228', 'CO2tex', 'CO2tp', 'CO2tg', 'U110', 'CO2tv', 'CO2tm', 'CO2tpp', 'CO2t', 'CO2tn']	NULL	META:TRANS-RXN0-545	CO2 transporter via diffusion_c0
rxn00117_c0	['YNK1_1', 'NDPK2']	R00156	['META:UDPKIN-RXN', 'META:UDPKIN-RXN.c', 'META:NUCLEOSIDE-DIP-KIN-RXN.c.metaexp.UDP_UTP', 'META:UDPKIN-RXN.n', 'META:NUCLEOSIDE-DIP-KIN-RXN.n.metaexp.UDP_UTP']	ATP:UDP phosphotransferase_c0
rxn00400_c0	NULL	R00558	NULL	L-Arginine,NADPH:oxygen oxidoreductase (N-(omega)-hydroxyarginine-forming)_c0
rxn05343_c0	['MCMAT4', '3OAS100', 'FAS2_4_1', 'CEM1_4']	R04960	['META:RXN-9527.m', 'META:RXN-9527.c', 'META:RXN-9527']	Octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0
rxn01520_c0	['CDC21', 'TMDS']	R02101	META:THYMIDYLATESYN-RXN.c	5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase_c0
rxn05425_c0	NULL	NULL	NULL	10-methyl-undecanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0
rxn00330_c0	MALS 	R00472	['META:MALSYN-RXN.c', 'META:MALSYN-RXN.x', 'META:MALSYN-RXN']	acetyl-CoA:glyoxylate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)_c0
rxn05736_c0	['FAA1_2', 'FACOAL140', 'FACOAL140p']	NULL	['META:RXN-7904.d.metaexp.CPD-7836_TETRADECANOYL-COA', 'META:RXN-7904.v.metaexp.CPD-7836_TETRADECANOYL-COA', 'META:RXN-7904.c.metaexp.CPD-7836_TETRADECANOYL-COA', 'META:RXN-7904.m.metaexp.CPD-7836_TETRADECANOYL-COA', 'META:RXN-7904.x.metaexp.CPD-7836_TETRADECANOYL-COA']	acyl-coenzyme A ligase_c0
rxn05147_c0	['GLCabc', 'GLCabcpp']	NULL	META:TRANS-RXN-320	D-Glucose-ABC transport_c0
rxn03445_c0	['SER1_2', 'OHPBAT']	R05085	NULL	O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase_c0
rxn01641_c0	NULL	R02287	META:GLUTAMATE-FORMIMINOTRANSFERASE-RXN.c	5-Formiminotetrahydrofolate:L-glutamate N-formiminotransferase_c0
rxn00493_c0	['PHETA1', 'ARO9_1']	R00694	['META:RXN-10814', 'META:RXN-10814.m', 'META:PHEAMINOTRANS-RXN.c', 'META:RXN-10814.c']	L-Phenylalanine:2-oxoglutarate aminotransferase_c0
rxn08298_c0	DAGK161	NULL	NULL	diacylglycerol kinase (n-C16:1)_c0
rxn01834_c0	['GLO1', 'LGTHL']	R02530	['META:GLYOXI-RXN.c', 'META:GLYOXI-RXN']	(R)-S-Lactoylglutathione methylglyoxal-lyase (isomerizing)_c0
rxn00293_c0	['UAGDPr', 'UAGDP']	R00416	['META:NAG1P-URIDYLTRANS-RXN.c', 'META:2.7.7.64-RXN.c.metaexp.N-ACETYL-D-GLUCOSAMINE-1-P_UDP-N-ACETYL-D-GLUCOSAMINE']	UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase_c0
rxn05383_c0	NULL	NULL	NULL	3-methylbutanoyl-CoA:[acyl-carrier-protein] transferase_c0
rxn00741_c0	['2HBO', 'LDH2']	R01000	NULL	2-Hydroxybutyrate:NAD+ oxidoreductase_c0
rxn00839_c0	['YNK1_7', 'NDPK8']	R01137	['META:DADPKIN-RXN.c', 'META:DADPKIN-RXN.n']	ATP:dADP phosphotransferase_c0
rxn03838_c0	NULL	['R05549', 'R06096']	NULL	R05549_c0
rxn10192_c0	NULL	NULL	NULL	CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase_c0
rxn05406_c0	NULL	NULL	NULL	15-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase_c0
rxn12224_c0	NULL	NULL	NULL	2-octaprenyl-6-methoxyphenol hydroxylase_c0
rxn10302_c0	NULL	NULL	NULL	anteisoheptadecanoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted_c0
rxn10191_c0	NULL	NULL	NULL	D-alanine-poly(phosphoribitol) ligase_c0
rxn12225_c0	NULL	NULL	NULL	2-octaprenylphenol hydroxylase_c0
rxn03397_c0	URFGTT	R04990	META:RXN-14177	UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase_c0
rxn10197_c0	NULL	NULL	NULL	TECA4S_c0
rxn02774_c0	SHCHD2	R03947	['META:DIMETHUROPORDEHYDROG-RXN.c', 'META:DIMETHUROPORDEHYDROG-RXN']	S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase_c0
rxn10954_c0	C180SN	NULL	NULL	Fatty acid biosynthesis (n-C18:0)_c0
rxn10292_c0	NULL	NULL	NULL	isoheptadecanoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted_c0
rxn10320_c0	NULL	NULL	NULL	anteisoheptadecanoyl-lipoteichoic acid synthesis (n=24), unlinked, D-alanine substituted_c0
rxn10293_c0	NULL	NULL	NULL	anteisoheptadecanoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted_c0
rxn05365_c0	NULL	NULL	NULL	6-methyl-3-hydroxy-octanoyl-ACP hydro-lyase_c0
rxn05402_c0	NULL	NULL	NULL	13-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase_c0
rxn05394_c0	NULL	NULL	NULL	9-methyl-3-hydroxy-decanoyl-ACP hydro-lyase_c0
rxn10094_c0	AMMQT8_2	NULL	NULL	S-adenosylmethione:2-demethylmenaquinone methyltransferase_c0
rxn12376_c0	4HBAt	NULL	META:TRANS-RXN0-274	transport of 4-hydroxybenzyl alcohol [extraorganism-cytosol](passive)_c0
rxn05386_c0	NULL	NULL	NULL	5-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase_c0
rxn10195_c0	NULL	NULL	NULL	Teichoic acid (glucose substituted) export_c0
rxn10265_c0	NULL	NULL	NULL	isoheptadecanoyl-Phosphatidylglycerophosphate phosphohydrolase_c0
rxn04139_c0	NULL	R06146	NULL	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone ,NADPH2:oxygen oxidoreductase_c0
rxn10301_c0	NULL	NULL	NULL	isoheptadecanoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted_c0
rxn00979_c0	['GCALDD', 'GCALDDr']	R01333	['META:GLYCOLALD-DEHYDROG-RXN.c', 'META:GLYCOLALD-DEHYDROG-RXN']	glycolaldehyde:NAD+ oxidoreductase_c0
rxn00851_c0	['ALAALA', 'ALAALAr']	R01150	['META:DALADALALIG-RXN.c', 'META:DALADALALIG-RXN']	D-alanine:D-alanine ligase (ADP-forming)_c0
rxn12008_c0	HEPTT	R05611	NULL	R05611_c0
rxn05618_c0	['MNt2pp', 'MNt2']	NULL	META:TRANS-RXN-241	manganese transport in via proton symport_c0
rxn11946_c0	NULL	R05614	NULL	R05614_c0
rxn05361_c0	NULL	NULL	NULL	4-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase_c0
rxn03893_c0	HBZOPT	R05615	NULL	all-trans-octaprenyl-diphosphate:4-hydroxybenzoate 3-octaprenyltransferase_c0
rxn05039_c0	U78	R07280	['META:RIBOPHOSPHAT-RXN', 'META:RIBOPHOSPHAT-RXN.c']	R07280_c0
rxn05651_c0	['SO4t2', 'U127']	NULL	NULL	sulfate transport in via proton symport_c0
rxn10266_c0	NULL	NULL	NULL	anteisoheptadecanoyl-Phosphatidylglycerophosphate phosphohydrolase_c0
rxn10473_c0	['Clt', 'CLtex']	NULL	NULL	chloride (Cl-1) transport via diffusion (extracellular to periplasm)_c0
rxn05514_c0	['CA2t3pp', 'CAt4i', 'CAt4']	NULL	NULL	calcium transport in/out via proton antiporter_c0
rxn10196_c0	NULL	NULL	NULL	Teichoic acid (D-alanine substituted) export_c0
rxn10300_c0	NULL	NULL	NULL	stearoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted_c0
rxn05390_c0	NULL	NULL	NULL	7-methyl-3-hydroxy-octanoyl-ACP hydro-lyase_c0
rxn05373_c0	NULL	NULL	NULL	10-methyl-3-hydroxy-dodecanoyl-ACP hydro-lyase_c0
rxn09106_c0	['PGPP180pp', 'PGPP180']	NULL	NULL	phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:0)_c0
rxn03393_c0	OPHBDC	R04986	['META:3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN', 'META:3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN.c']	3-octaprenyl-4-hydroxybenzoate carboxy-lyase_c0
rxn05369_c0	NULL	NULL	NULL	8-methyl-3-hydroxy-decanoyl-ACP hydro-lyase_c0
rxn10318_c0	NULL	NULL	NULL	stearoyl-lipoteichoic acid synthesis (n=24), unlinked, D-alanine substituted_c0
rxn00416_c0	['ASN2', 'ASNS1', 'ASN1']	R00578	['META:ASNSYNB-RXN.c', 'META:ASNSYNB-RXN']	L-aspartate:L-glutamine amido-ligase (AMP-forming)_c0
rxn05377_c0	NULL	NULL	NULL	12-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase_c0
rxn00621_c0	G3PCT	R00856	['META:2.7.7.39-RXN.c', 'META:2.7.7.39-RXN']	CTP:sn-glycerol-3-phosphate cytidylyltransferase_c0
rxn05398_c0	NULL	NULL	NULL	11-methyl-3-hydroxy-dodecanoyl-ACP hydro-lyase_c0
rxn05381_c0	NULL	NULL	NULL	14-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase_c0
rxn00966_c0	['TRP2_2', 'TRP3_3', 'CHRPL']	R01302	['META:CHORPYRLY-RXN', 'META:CHORPYRLY-RXN.c']	chorismate pyruvate-lyase (4-hydroxybenzoate-forming)_c0
rxn10193_c0	NULL	NULL	NULL	Poly(glycerol-phosphate) alpha-glucosyltransferase_c0
rxn03395_c0	OHPHM	R04988	['META:2-OCTAPRENYL-6-OHPHENOL-METHY-RXN', 'META:2-OCTAPRENYL-6-OHPHENOL-METHY-RXN.c']	S-adenosyl-L-methionine:3-(all-trans-octaprenyl)benzene-1,2-diol 2-O-methyltransferase_c0
rxn10194_c0	NULL	NULL	NULL	Teichoic acid (unsubstituted) export_c0
rxn03852_c0	NULL	R05566	['META:TEICHOICSYN2-RXN', 'META:TEICHOICSYN2-RXN.c']	UDP-N-acetyl-D-mannosamine:N-acetyl-beta-D-glucosaminyldiphosphoundecaprenol beta-1,4-N-acetylmannosaminyltransferase_c0
rxn03164_c0	UGMDDS	R04617	META:UDP-NACMURALGLDAPAALIG-RXN.c	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminoheptanedioate:D-alanyl-D-alanine ligase(ADP-forming)_c0
rxn00137_c0	['MET22', 'BPNT']	R00188	['META:325-BISPHOSPHATE-NUCLEOTIDASE-RXN.c', 'META:325-BISPHOSPHATE-NUCLEOTIDASE-RXN']	Adenosine 3',5'-bisphosphate 3'-phosphohydrolase_c0
rxn10291_c0	NULL	NULL	NULL	stearoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted_c0
rxn10319_c0	NULL	NULL	NULL	isoheptadecanoyl-lipoteichoic acid synthesis (n=24), unlinked, D-alanine substituted_c0
bio1_biomass	NULL	NULL	NULL	GramPositiveBiomass auto biomass
EX_cpd01242_e0	NULL	NULL	NULL	Exchange for Thyminose_e0
EX_cpd00794_e0	NULL	NULL	NULL	Exchange for TRHL_e0
EX_cpd00156_e0	NULL	NULL	NULL	Exchange for L-Valine_e0
EX_cpd15603_e0	NULL	NULL	NULL	Exchange for Gly-Cys_e0
EX_cpd11593_e0	NULL	NULL	NULL	Exchange for ala-L-asp-L_e0
EX_cpd01329_e0	NULL	NULL	NULL	Exchange for Maltohexaose_e0
EX_cpd00681_e0	NULL	NULL	NULL	Exchange for Choline sulfate_e0
EX_cpd00098_e0	NULL	NULL	NULL	Exchange for Choline_e0
EX_cpd01030_e0	NULL	NULL	NULL	Exchange for Salicin_e0
EX_cpd00058_e0	NULL	NULL	NULL	Exchange for Cu2+_e0
EX_cpd11578_e0	NULL	NULL	NULL	Exchange for hexanesulfonate_e0
EX_cpd00137_e0	NULL	NULL	NULL	Exchange for Citrate_e0
EX_cpd00130_e0	NULL	NULL	NULL	Exchange for L-Malate_e0
EX_cpd00030_e0	NULL	NULL	NULL	Exchange for Mn2+_e0
EX_cpd10516_e0	NULL	NULL	NULL	Exchange for fe3_e0
EX_cpd03048_e0	NULL	NULL	NULL	Exchange for Isethionate_e0
EX_cpd01048_e0	NULL	NULL	NULL	Exchange for Arsenate_e0
EX_cpd00129_e0	NULL	NULL	NULL	Exchange for L-Proline_e0
EX_cpd11580_e0	NULL	NULL	NULL	Exchange for Gly-Gln_e0
EX_cpd00105_e0	NULL	NULL	NULL	Exchange for D-Ribose_e0
EX_cpd03343_e0	NULL	NULL	NULL	Exchange for Phenylpropanoate_e0
EX_cpd00080_e0	NULL	NULL	NULL	Exchange for Glycerol-3-phosphate_e0
EX_cpd01171_e0	NULL	NULL	NULL	Exchange for Dulcose_e0
EX_cpd00158_e0	NULL	NULL	NULL	Exchange for CELB_e0
EX_cpd00034_e0	NULL	NULL	NULL	Exchange for Zn2+_e0
EX_cpd00012_e0	NULL	NULL	NULL	Exchange for PPi_e0
EX_cpd00588_e0	NULL	NULL	NULL	Exchange for Sorbitol_e0
EX_cpd00179_e0	NULL	NULL	NULL	Exchange for Maltose_e0
EX_cpd09878_e0	NULL	NULL	NULL	Exchange for Sulfoacetate_e0
EX_cpd11589_e0	NULL	NULL	NULL	Exchange for gly-asp-L_e0
EX_cpd00531_e0	NULL	NULL	NULL	Exchange for Hg2+_e0
EX_cpd00205_e0	NULL	NULL	NULL	Exchange for K+_e0
EX_cpd11590_e0	NULL	NULL	NULL	Exchange for met-L-ala-L_e0
EX_cpd03696_e0	NULL	NULL	NULL	Exchange for Ursin_e0
